SalesPrice,MSSubClass,MSZoning,LotFrontage,LotArea,GrLivArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,pool,OverallQual,OverallCond,YearBuilt,YearRemodAdd,FullBath,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageCars,GarageArea,GarageCond,OpenPorchSF,MiscVal,Furnished,TotalSqFt
580400,120,RL,48,6240,1324,Reg,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,2006,2006,2,1,Gd,1,Attchd,2,550,TA,38,0,no,2648
215200,50,RL,49,7015,1203,IR1,Corner,Lafield,Norm,1Fam,1.5Fin,no,5,4,1950,1950,1,1,Gd,1,Detchd,1,352,TA,0,0,yes,1912
258800,20,RM,49,8235,825,IR1,Inside,Tistin,Feedr,1Fam,1Story,no,5,7,1955,1995,1,1,TA,0,Detchd,2,720,TA,50,0,yes,1650
409200,20,RM,49,5820,1163,Reg,Inside,Tistin,Norm,1Fam,1Story,yes,3,8,1955,2005,1,1,TA,0,Attchd,1,220,TA,98,0,yes,2325
362900,80,RL,49,17871,1724,IR1,CulDSac,Hephis,Norm,1Fam,SLvl,no,6,5,1967,1976,1,1,TA,1,Attchd,2,480,TA,0,0,yes,3404
330000,80,RL,49,10448,2119,IR1,Corner,Hephis,Norm,1Fam,SLvl,no,6,6,1972,1972,2,1,TA,1,Attchd,2,583,TA,104,0,no,2808
455100,160,FV,49,5105,1102,IR2,FR2,Todon,Norm,TwnhsE,2Story,no,7,5,2004,2004,2,1,Gd,0,Detchd,2,480,TA,60,0,no,1653
896500,20,RL,49,20896,2097,IR2,CulDSac,Todon,RRAn,1Fam,1Story,no,8,5,2005,2006,1,1,Ex,1,Attchd,3,1134,TA,267,0,yes,4174
746000,20,RL,49,15256,1464,IR1,CulDSac,Todon,RRAn,1Fam,1Story,no,8,5,2007,2007,2,1,Gd,0,Attchd,3,754,TA,160,0,yes,2949
267000,70,RM,50,5250,2358,Reg,Inside,Tistin,Norm,1Fam,2Story,no,8,5,1872,1987,2,1,TA,0,NA,0,0,NA,54,0,yes,2837
221200,70,RM,50,9000,1750,Reg,Corner,Tistin,Artery,1Fam,2Story,no,5,6,1880,1991,1,1,Ex,0,Detchd,1,240,Po,0,0,yes,2386
198400,50,RL,50,8405,1367,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,8,1900,1950,1,1,TA,0,Detchd,1,384,TA,130,0,no,2228
217000,50,RM,50,5925,968,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,yes,3,6,1910,1950,1,1,TA,0,NA,0,0,NA,0,0,no,1568
331900,70,RM,50,2500,1826,Reg,Corner,Tistin,Norm,1Fam,2Story,no,7,8,1915,2005,1,1,Ex,1,Attchd,1,164,Fa,0,0,no,2736
134700,70,C (all),50,8500,1317,Reg,Inside,Lafield,Feedr,1Fam,2Story,no,4,4,1920,1950,1,1,TA,0,Detchd,1,250,Fa,54,0,yes,1966
185500,30,RM,50,6000,960,Reg,Inside,Tistin,Norm,1Fam,1Story,no,4,4,1920,1950,1,1,Fa,0,Detchd,1,308,TA,0,0,yes,1920
309800,70,RM,50,9000,1482,Reg,Inside,Tistin,Artery,1Fam,2Story,no,7,9,1920,1988,1,1,TA,0,Detchd,2,324,TA,0,0,yes,2132
257600,70,RM,50,10300,1710,IR1,Inside,Tistin,RRAn,1Fam,2Story,no,7,6,1921,1950,2,1,TA,0,Detchd,2,480,TA,11,0,yes,2286
246300,30,RM,50,6000,616,Reg,Inside,Lafield,Norm,1Fam,1Story,yes,5,7,1921,1950,1,1,TA,0,Detchd,1,205,TA,0,0,yes,1232
311000,45,RM,50,6130,784,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,yes,5,6,1924,1950,1,1,Gd,0,NA,0,0,NA,0,0,yes,1568
235500,50,RL,50,5000,1691,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,6,1924,1950,2,1,Gd,1,Detchd,1,308,TA,0,0,yes,2717
215300,50,RL,50,7000,1310,Reg,Corner,Tistin,Artery,1Fam,1.5Fin,no,6,6,1924,1950,2,1,TA,0,Attchd,1,398,TA,0,0,yes,1927
237300,30,RM,50,6000,1103,Reg,Inside,Tistin,Artery,1Fam,1Story,no,6,6,1925,1980,1,1,Gd,1,Detchd,2,440,TA,120,0,yes,2206
191000,50,RM,50,6000,1348,Reg,Corner,Lafield,Norm,1Fam,1.5Fin,no,5,8,1925,1997,1,1,TA,1,Detchd,1,216,TA,0,0,yes,2232
432200,45,RM,50,6000,904,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,yes,6,7,1926,2004,1,1,TA,0,Detchd,1,180,TA,0,0,yes,1788
336200,50,RM,50,5500,1316,Reg,Corner,Tistin,Norm,1Fam,1.5Fin,yes,5,7,1929,2001,1,1,TA,0,Detchd,2,484,TA,0,0,yes,1852
206400,50,RM,50,6000,1158,Reg,Corner,Lafield,Norm,1Fam,1.5Fin,no,6,7,1929,1950,1,1,TA,1,BuiltIn,1,208,TA,0,0,yes,2020
190900,40,RM,50,9100,935,Reg,Inside,Lafield,RRAn,1Fam,1Story,no,5,6,1930,1960,1,1,TA,0,Detchd,1,308,TA,0,600,yes,1521
238400,50,RM,50,6000,1324,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,6,1936,1950,1,1,TA,0,Detchd,1,240,TA,0,0,yes,1996
196800,30,RM,50,8765,951,Reg,Inside,Lafield,Norm,1Fam,1Story,no,4,6,1936,1950,1,1,TA,0,Detchd,1,327,TA,28,0,yes,1902
221900,50,RM,50,8600,1376,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1937,1950,2,1,TA,1,Detchd,1,198,TA,0,0,yes,2156
230600,50,RM,50,9000,1375,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1937,1950,1,1,Gd,1,Detchd,1,544,TA,162,0,yes,2155
178500,30,RM,50,5925,1131,Reg,Inside,Tistin,Norm,1Fam,1Story,no,4,7,1937,2000,1,1,TA,0,Detchd,2,672,TA,72,0,yes,2038
244700,50,RM,50,6000,1176,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,9,1937,2000,1,1,TA,0,Detchd,2,624,TA,0,0,no,1874
308800,30,RL,50,6305,954,Reg,Inside,Enstol,Norm,1Fam,1Story,no,5,7,1938,1950,1,1,Fa,1,Basment,1,240,TA,0,0,yes,1874
145500,30,RM,50,5784,886,Reg,Inside,Tistin,Artery,1Fam,1Story,no,5,8,1938,1996,1,1,TA,0,Attchd,1,273,TA,20,0,yes,1076
177600,50,RM,50,6060,1123,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,5,1939,1950,1,1,TA,0,Detchd,1,264,TA,0,0,yes,1855
220700,190,RL,50,7420,1077,Reg,Corner,Lafield,Artery,2fmCon,1.5Unf,no,5,6,1939,1950,1,2,TA,2,Attchd,1,205,TA,4,0,no,2068
221700,50,RM,50,6000,1412,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1939,1950,1,1,TA,1,Detchd,1,280,TA,0,0,yes,2192
179600,30,RL,50,5330,708,Reg,Inside,Lafield,Norm,1Fam,1Story,no,4,7,1940,1950,1,1,Fa,0,NA,0,0,NA,0,0,yes,1128
263100,30,RL,50,9340,672,Reg,Inside,Tistin,Norm,1Fam,1Story,yes,4,6,1941,1950,1,1,TA,0,Attchd,1,234,TA,113,0,yes,1344
179000,45,RM,50,5000,803,Reg,Inside,Lafield,RRAe,1Fam,1.5Unf,no,5,6,1941,1950,1,1,TA,0,Detchd,2,360,TA,0,0,yes,1523
195000,50,RL,50,8405,1529,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,4,3,1945,1950,2,1,TA,0,Detchd,1,240,TA,0,0,yes,1529
135800,20,RL,50,5000,334,Reg,Inside,Lafield,Norm,1Fam,1Story,no,1,3,1946,1950,1,1,Fa,0,NA,0,0,NA,0,0,yes,334
206100,50,RM,50,3500,1284,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,7,1947,1950,1,1,TA,0,Detchd,1,240,TA,35,0,yes,2004
312900,50,RM,50,5000,1664,Reg,Corner,Lafield,Feedr,1Fam,1.5Fin,no,6,7,1947,1950,2,1,TA,2,Detchd,2,420,TA,24,0,yes,2668
329800,20,RL,50,9405,698,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,9,1947,2008,1,1,TA,0,NA,0,0,NA,200,0,yes,1396
210100,50,RL,50,7585,1456,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,5,3,1948,1950,1,1,TA,1,Detchd,1,280,TA,0,0,yes,2266
227400,20,RM,50,6000,789,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,5,1948,1950,1,1,TA,0,Detchd,1,250,TA,0,0,yes,1578
211900,50,RM,50,8635,1285,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,5,5,1948,2001,1,1,TA,0,Detchd,1,240,TA,0,0,yes,1957
233900,20,RL,50,8000,972,Reg,Inside,Kence,Norm,1Fam,1Story,no,6,6,1948,2002,1,1,TA,1,Detchd,1,240,TA,0,0,yes,1944
184300,50,RM,50,6000,1183,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,3,7,1948,2002,1,1,TA,0,Detchd,1,308,TA,176,0,yes,1832
93800,20,C (all),50,9000,480,Reg,Inside,Lafield,Norm,1Fam,1Story,no,2,3,1949,1950,0,1,TA,0,Detchd,1,308,TA,0,0,yes,960
169900,190,RM,50,6000,1387,Reg,Inside,Tistin,Norm,2fmCon,1.5Fin,no,5,4,1954,1954,2,2,Gd,0,BuiltIn,1,256,TA,0,0,no,2198
158500,20,RM,50,6000,901,Reg,Corner,Tistin,Norm,1Fam,1Story,no,4,7,1954,2000,1,1,TA,0,Detchd,1,281,TA,0,0,yes,1802
207500,20,RM,50,6000,928,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,6,1957,1957,1,1,TA,0,Attchd,1,288,TA,0,0,yes,1856
347200,20,RL,50,7207,858,IR1,Inside,Lafield,Norm,1Fam,1Story,no,5,7,1958,2008,1,1,TA,0,NA,0,0,NA,0,0,yes,1716
463200,20,RL,50,35133,1572,Reg,Inside,Todon,Norm,1Fam,1Story,no,5,4,1963,1963,1,1,TA,2,2Types,3,995,TA,263,0,no,3144
235200,120,RL,50,8012,923,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1980,1980,2,1,TA,1,Attchd,1,264,TA,0,0,no,1846
172900,120,RL,50,7175,752,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1984,1984,1,1,TA,0,Attchd,1,264,TA,0,0,no,1496
376200,20,RL,50,8049,1339,IR1,CulDSac,Todon,Norm,1Fam,1Story,no,7,5,1990,1990,2,1,TA,1,Attchd,2,484,Gd,58,0,yes,2648
272400,120,RL,50,8012,1575,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1992,1992,2,1,Gd,0,Attchd,2,529,TA,0,0,no,3150
388600,120,RL,50,8012,1617,Reg,Inside,Kence,Norm,TwnhsE,1Story,yes,6,5,1993,1994,2,1,Gd,1,Attchd,2,533,TA,69,0,no,3221
502900,120,FV,50,5119,1709,IR1,CulDSac,Todon,Norm,TwnhsE,1Story,no,9,5,1999,2000,2,1,Gd,1,Attchd,2,506,TA,65,0,yes,3407
584500,20,RL,50,14859,1670,IR1,CulDSac,Hephis,Norm,1Fam,1Story,no,7,5,2006,2006,2,1,Gd,1,Attchd,3,690,TA,60,0,no,3340
363600,70,RM,51,6120,1513,Reg,Inside,Lafield,Norm,1Fam,2Story,no,5,8,1920,2004,1,1,TA,0,Detchd,1,180,Fa,0,0,yes,2452
331100,70,RL,51,9842,2601,Reg,Inside,Tistin,Feedr,1Fam,2Story,no,5,6,1921,1998,3,1,TA,0,BuiltIn,2,621,TA,0,0,yes,3213
143800,30,RL,51,5900,869,IR1,Inside,Lafield,Norm,1Fam,1Story,no,4,7,1923,1958,1,1,Fa,0,NA,0,0,NA,0,0,no,1309
243500,50,RL,51,6171,1608,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,6,6,1925,1990,2,1,Gd,1,Detchd,1,216,TA,16,0,yes,2584
160500,30,RM,51,6120,1015,Reg,Inside,Lafield,Norm,1Fam,1Story,no,5,7,1925,1950,1,1,TA,0,Detchd,1,450,TA,0,620,no,1783
236700,45,RM,51,6120,854,Reg,Corner,Lafield,Norm,1Fam,1.5Unf,no,7,8,1929,2001,1,1,TA,0,Detchd,2,576,TA,112,0,yes,1686
270700,50,RM,51,6120,1774,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,7,5,1931,1950,2,2,TA,2,Detchd,2,468,TA,0,0,yes,2726
201400,30,RM,51,6120,875,Reg,Corner,Lafield,Norm,1Fam,1Story,no,5,7,1931,1993,1,1,TA,0,Detchd,1,180,TA,0,0,yes,1590
226000,50,RM,51,6120,1573,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,7,1935,1995,1,1,Gd,0,Detchd,1,240,TA,0,0,yes,2457
137300,30,RM,51,6120,800,Reg,Inside,Lafield,Norm,1Fam,1Story,no,2,3,1936,1950,1,1,Fa,1,NA,0,0,NA,0,0,yes,1064
317900,50,RL,51,10480,1639,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,yes,6,5,1936,1950,1,1,TA,0,Detchd,1,240,TA,0,0,yes,2230
252500,50,RM,51,6120,1539,Reg,Corner,Lafield,Norm,1Fam,1.5Fin,no,5,6,1936,1950,1,1,TA,0,Detchd,2,576,TA,0,0,yes,2466
189300,50,RL,51,4712,1230,IR1,Inside,Lafield,Feedr,1Fam,1.5Fin,no,4,7,1946,1950,1,1,TA,0,Detchd,1,305,TA,57,0,yes,1977
508200,60,RL,51,13517,1479,IR1,CulDSac,Tistin,RRAe,1Fam,2Story,yes,6,8,1976,2005,2,1,Gd,0,Attchd,2,475,TA,44,0,yes,2204
358300,80,RL,51,10970,1026,IR1,Inside,Enstol,Norm,1Fam,SLvl,no,6,6,1978,1978,1,1,TA,0,Detchd,2,576,Fa,0,0,yes,1966
260600,120,RM,51,4500,1224,Reg,FR2,Kence,Norm,TwnhsE,1Story,no,6,5,1999,1999,2,1,TA,0,Attchd,2,402,TA,304,0,no,2448
455200,60,RL,51,8029,1456,IR1,Inside,Hephis,Norm,1Fam,2Story,no,6,5,2005,2005,2,1,Gd,0,Attchd,2,400,TA,24,0,yes,2184
456200,120,RL,51,3635,1569,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2007,2007,2,1,Gd,1,Attchd,3,660,TA,20,0,no,2955
338000,30,RL,52,9022,792,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,8,1924,2006,1,1,Gd,0,Detchd,1,240,Fa,0,0,no,1560
201400,30,RM,52,6240,1208,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,5,1925,1950,1,1,TA,0,Detchd,2,539,TA,23,0,yes,1628
176700,30,RL,52,5825,747,IR1,Inside,Lafield,Norm,1Fam,1Story,no,4,5,1926,1953,1,1,TA,0,Detchd,2,528,TA,0,0,yes,1347
266900,50,RM,52,6240,1576,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,5,6,1928,1950,1,1,TA,1,Detchd,1,225,TA,0,0,yes,2618
214000,50,RL,52,6292,1477,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,7,7,1928,1950,2,1,TA,1,Detchd,1,216,TA,50,0,no,2338
225200,50,RM,52,9439,1248,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,5,1930,1950,1,1,TA,0,Detchd,1,160,Fa,0,0,yes,2160
3168800,30,RL,52,6292,790,Reg,Inside,Tistin,Norm,1Fam,1Story,no,6,5,1930,1950,1,1,TA,0,Detchd,1,160,TA,141,0,yes,1558
290700,50,RM,52,6240,1573,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,5,7,1930,1992,2,1,TA,1,Detchd,2,360,TA,0,0,yes,2651
236600,50,RM,52,6240,1367,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1931,1950,1,1,TA,1,Detchd,1,560,TA,0,0,yes,2251
237500,50,RM,52,6240,1176,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,6,6,1934,1950,1,1,TA,1,Detchd,2,528,TA,0,400,yes,1632
2136500,50,RM,52,5720,1131,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,5,6,1941,1950,1,1,TA,0,Detchd,1,200,TA,0,0,yes,1807
254900,50,RL,52,8741,1487,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,6,4,1945,1950,1,1,TA,1,Detchd,1,220,TA,140,0,yes,2222
133900,50,RM,52,6240,912,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,4,5,1947,1950,1,1,TA,0,NA,0,0,NA,0,0,no,912
200000,20,RH,52,8900,1056,Reg,Inside,Kence,Norm,1Fam,1Story,no,4,4,1966,1966,1,1,TA,0,Detchd,1,384,TA,42,0,yes,2112
172400,20,RL,52,6173,902,IR1,Inside,Tistin,Norm,1Fam,1Story,no,5,6,1967,1967,1,1,TA,0,Attchd,1,288,TA,0,0,no,1778
434800,160,RL,52,5062,2090,IR1,CulDSac,Buver,Norm,TwnhsE,2Story,no,7,5,1984,1984,2,1,Gd,1,Attchd,2,577,TA,0,0,no,3280
372800,60,RL,52,10832,1895,IR1,Corner,Hephis,Norm,1Fam,2Story,no,7,5,1994,1996,2,1,Gd,1,Attchd,2,409,TA,46,500,yes,2607
893500,60,RL,52,46589,2448,IR2,CulDSac,Buver,Norm,1Fam,2Story,no,8,7,1994,2005,2,1,Gd,1,Attchd,3,711,TA,76,0,yes,4077
448300,50,RL,53,5362,1250,Reg,Corner,Enstol,Norm,1Fam,1.5Fin,no,5,6,1910,2003,2,1,TA,1,Detchd,2,552,TA,0,0,no,1911
648500,70,RL,53,10918,2080,Reg,Inside,Enstol,Norm,1Fam,2Story,yes,7,9,1926,2004,1,1,Gd,2,Detchd,1,282,TA,0,0,yes,3356
770900,50,RL,53,14100,3447,IR1,Inside,Enstol,Norm,1Fam,1.5Fin,no,8,9,1935,1997,3,1,Gd,2,BuiltIn,3,1014,TA,12,0,yes,4175
467000,75,RL,53,7128,1646,Reg,Inside,Enstol,Norm,1Fam,2.5Unf,yes,7,5,1941,1950,2,1,TA,2,Detchd,1,240,TA,0,0,no,2564
245900,120,RL,53,4043,1069,Reg,Inside,Tane,Norm,TwnhsE,1Story,no,6,6,1977,1977,2,1,TA,0,Attchd,2,440,TA,55,0,no,2138
434200,60,RL,53,16659,2263,IR1,Corner,Hephis,PosA,1Fam,2Story,no,7,7,1977,1994,2,1,Gd,1,Attchd,2,539,TA,250,0,no,3058
304000,60,RL,53,8063,1690,Reg,Inside,Hephis,Norm,1Fam,2Story,no,6,5,2000,2000,2,1,TA,1,Attchd,2,463,TA,48,0,no,2614
558100,60,RL,53,11000,2285,Reg,FR2,Buver,Norm,1Fam,2Story,no,8,5,2000,2000,2,1,Gd,1,BuiltIn,3,648,TA,56,0,yes,3254
533800,120,RL,53,3196,1557,Reg,Inside,Flona,Norm,TwnhsE,1Story,yes,7,5,2003,2004,2,1,Gd,1,Attchd,2,420,TA,20,0,no,2931
425500,120,RM,53,4438,848,Reg,Inside,Enstol,Norm,TwnhsE,1Story,no,6,5,2004,2004,1,1,Gd,1,Attchd,2,420,TA,0,0,no,1696
557600,120,RL,53,3982,1567,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,8,5,2006,2006,2,1,Ex,1,Attchd,3,648,TA,0,0,yes,3087
549100,120,RL,53,4045,1500,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2006,2006,2,1,Gd,1,Attchd,3,648,TA,20,0,no,2856
463000,120,RL,53,3922,1258,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2006,2007,2,1,Gd,1,Attchd,3,648,TA,16,0,no,2516
457000,120,RL,53,3922,1402,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2006,2007,0,1,Gd,1,Attchd,3,648,TA,16,0,no,2660
458500,120,RL,53,3684,1555,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2007,2007,2,1,Gd,1,Attchd,3,660,TA,20,0,no,2928
188300,50,RL,54,6342,1020,Reg,Inside,Tistin,Feedr,1Fam,1.5Fin,no,5,8,1875,1996,1,1,TA,0,NA,0,0,NA,0,0,yes,1800
374400,70,RL,54,7588,1802,Reg,Inside,Enstol,Norm,1Fam,2Story,no,7,6,1920,1950,1,1,TA,1,Detchd,1,216,TA,0,0,yes,2595
334800,50,RL,54,7681,1343,IR1,FR2,Enstol,Norm,1Fam,1.5Fin,no,5,6,1921,1950,1,1,TA,1,Detchd,1,186,TA,0,0,yes,2074
203900,70,RH,54,6629,1369,Reg,Inside,Tistin,Artery,1Fam,2Story,no,6,6,1925,1950,2,1,TA,0,Detchd,1,300,TA,0,0,yes,2041
709400,50,RL,54,159000,2144,IR2,CulDSac,Todon,Norm,1Fam,1.5Fin,no,6,7,1958,2006,2,1,Gd,2,Attchd,2,389,TA,98,500,yes,3588
488500,20,RL,54,36500,1582,IR1,Inside,Todon,Norm,1Fam,1Story,no,5,5,1964,1964,2,1,TA,0,Attchd,2,390,TA,198,0,yes,3206
237700,85,RL,54,7244,768,Reg,Inside,Kence,Norm,1Fam,SFoyer,no,5,7,1970,1970,1,1,TA,0,Detchd,2,624,TA,0,0,yes,1536
445200,60,RL,54,7472,1479,IR1,CulDSac,Kence,Norm,1Fam,2Story,no,7,9,1972,2004,1,1,Gd,0,Attchd,2,484,TA,32,0,no,2204
435600,20,RL,54,12546,1440,IR1,Corner,Hephis,Norm,1Fam,1Story,yes,6,7,1981,1981,2,1,Gd,1,Attchd,2,467,TA,0,0,yes,2880
373300,120,RL,54,5271,1453,IR1,Inside,Todon,Norm,1Fam,1Story,no,7,5,1986,1986,1,1,Gd,1,Attchd,2,445,TA,80,0,yes,2906
388100,20,RL,54,13811,1137,IR1,Inside,Todon,Norm,1Fam,1Story,no,6,6,1987,1987,2,1,Gd,1,Attchd,2,551,TA,0,0,yes,2249
409100,60,RL,54,24682,1675,IR3,CulDSac,Hephis,RRAn,1Fam,2Story,no,6,5,1999,1999,2,1,TA,1,BuiltIn,2,502,TA,103,0,yes,2516
295800,50,RM,55,8800,1140,Reg,Corner,Tistin,Norm,1Fam,1.5Fin,no,4,7,1910,2004,1,1,TA,0,NA,0,0,NA,160,0,yes,1716
236200,70,RH,55,8525,1964,Reg,Inside,Tistin,Norm,1Fam,2Story,no,5,6,1911,1950,1,1,TA,0,NA,0,0,NA,192,0,yes,2904
286200,190,RL,55,5687,1716,Reg,Inside,Tistin,Norm,2fmCon,2Story,yes,5,6,1912,2000,2,1,Fa,0,NA,0,0,NA,184,0,no,2496
256100,30,RL,55,10267,838,Reg,Inside,Lafield,RRAn,1Fam,1Story,yes,6,7,1918,2000,1,1,Fa,0,Detchd,1,275,TA,0,0,no,1654
361200,50,RL,55,7642,1426,Reg,Corner,Enstol,Norm,1Fam,1.5Fin,no,7,8,1918,1998,1,1,Gd,1,Detchd,1,216,TA,240,0,no,2338
377600,70,RL,55,10592,1502,Reg,Inside,Enstol,Norm,1Fam,2Story,no,6,7,1923,1996,1,1,Gd,2,Detchd,1,180,TA,0,0,yes,2104
488400,50,RL,55,7264,1548,Reg,Inside,Lafield,Norm,1Fam,1.5Fin,no,7,7,1925,2007,2,1,Ex,0,Detchd,2,672,TA,0,0,yes,2500
258000,45,RL,55,10594,789,Reg,Inside,Enstol,Norm,1Fam,1.5Unf,no,5,5,1926,1950,1,1,TA,0,Detchd,1,200,Po,0,0,yes,1557
182200,45,RM,55,4388,840,IR1,Inside,Tistin,Feedr,1Fam,1.5Unf,no,5,7,1930,1950,1,1,TA,1,NA,0,0,NA,0,0,yes,1512
214300,50,RH,55,4500,1520,IR2,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,5,1932,2000,1,1,TA,0,Detchd,1,281,TA,0,0,no,2313
195100,30,RL,55,5350,1306,IR1,Inside,Lafield,Norm,1Fam,1Story,no,3,2,1940,1966,1,1,Fa,0,NA,0,0,NA,0,450,yes,2034
280700,45,RL,55,5500,882,Reg,Inside,Tistin,Norm,1Fam,1.5Unf,yes,4,6,1956,1956,1,1,TA,0,NA,0,0,NA,0,0,yes,1764
259000,20,RL,55,8250,1211,Reg,Inside,Tistin,Feedr,1Fam,1Story,no,5,5,1968,1968,1,1,TA,1,Attchd,1,322,TA,63,0,yes,2163
357200,20,RL,55,12155,1657,IR3,Inside,Kence,PosN,1Fam,1Story,no,6,3,1970,1970,2,1,TA,1,Attchd,2,484,TA,0,0,yes,3314
232900,20,RL,55,12735,864,IR1,FR2,Kence,Norm,1Fam,1Story,no,4,5,1972,1972,1,1,TA,0,Detchd,2,576,TA,0,0,yes,1728
309000,90,RL,55,12640,1728,IR1,Inside,Kence,Norm,Duplex,1Story,no,6,5,1976,1976,2,2,TA,0,Attchd,2,574,TA,0,0,no,3456
357200,80,RL,55,10780,954,IR1,Inside,Enstol,Norm,1Fam,SLvl,no,5,5,1976,1976,1,1,TA,0,Detchd,2,576,TA,0,0,yes,1865
186000,120,RL,55,7892,918,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1979,1979,2,1,TA,1,Attchd,1,264,TA,0,0,no,1836
234100,120,RL,55,7892,1199,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1993,1993,2,1,Gd,0,Attchd,2,530,TA,63,0,no,2398
360300,60,RL,55,8795,2256,IR1,Inside,Hephis,Norm,1Fam,2Story,no,7,5,2000,2000,2,1,Gd,1,BuiltIn,2,554,TA,54,0,no,3208
243000,30,RL,56,4060,864,Reg,Corner,Tistin,Feedr,1Fam,1Story,yes,5,8,1922,1950,1,1,TA,0,NA,0,0,NA,96,0,yes,1728
225200,30,RM,56,8960,1028,Reg,Inside,Tistin,Artery,1Fam,1Story,no,5,6,1927,1950,1,1,TA,1,Detchd,2,360,TA,0,0,yes,2036
265900,30,RL,56,4130,729,IR1,Inside,Lafield,Norm,1Fam,1Story,no,3,6,1935,2003,1,1,TA,0,NA,0,0,NA,0,0,yes,999
510000,20,RL,56,12925,2117,IR1,Corner,Kence,Norm,1Fam,1Story,yes,6,7,1970,1970,2,1,TA,2,Attchd,2,550,TA,42,0,yes,3322
300100,60,RL,56,11616,1386,IR1,CulDSac,Tistin,Norm,1Fam,2Story,no,6,5,1978,1978,2,1,TA,1,Attchd,2,440,TA,0,0,yes,2058
425000,80,RL,56,12800,1644,Reg,Inside,Kence,Norm,1Fam,SLvl,no,7,5,1989,1989,2,1,Gd,1,Attchd,2,569,TA,0,0,no,3162
452600,60,FV,56,7050,1929,Reg,Inside,Todon,Norm,1Fam,2Story,no,7,5,2001,2001,2,1,Gd,1,Attchd,2,650,TA,235,0,yes,2986
906500,60,RL,56,20431,2728,IR2,Inside,Buver,Norm,1Fam,2Story,no,9,5,2005,2006,2,1,Ex,2,Attchd,3,706,TA,0,0,yes,4576
187600,70,RM,57,9906,1328,Reg,Inside,Tistin,Norm,1Fam,2Story,no,4,4,1925,1950,1,1,TA,0,Detchd,1,210,TA,172,0,yes,2014
417800,50,RL,57,7558,1913,Reg,Inside,Enstol,Norm,1Fam,1.5Fin,no,6,6,1928,1950,1,1,TA,1,Detchd,2,342,Fa,0,0,yes,2809
243000,45,RM,57,7449,1108,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,no,7,7,1930,1950,1,1,Gd,1,Attchd,1,280,TA,0,0,yes,1745
190700,20,RL,57,8280,932,IR1,Inside,Kence,Norm,1Fam,1Story,no,6,5,1950,1950,1,1,Gd,1,Attchd,1,306,TA,0,0,yes,1864
